flow_id,config,label,pkt_count,direction_ratio,mean_len,std_len,max_len,min_len,mean_iat,std_iat,max_iat,flow_duration
192.168.1.10_192.168.2.10_0x5061,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,543,0.54,206.87,9.82,226.87,186.87,0.01896,0.00307,0.02815,10.29
192.168.1.10_192.168.2.10_0x3049,tunnel-aes256gcm-ecp256-pfs,voip,503,0.6,212.51,8.83,232.51,192.51,0.0188,0.0038,0.0302,9.45
192.168.1.10_192.168.2.10_0x5499,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,457,0.58,213.09,0.84,233.09,193.09,0.02243,0.00165,0.02737,10.25
192.168.1.10_192.168.2.10_0x5199,tunnel-aes128cbc-sha256-modp2048-pfs,voip,508,0.52,203.92,6.92,223.92,183.92,0.01762,0.00385,0.02916,8.95
192.168.1.10_192.168.2.10_0x5493,tunnel-aes256gcm-ecp256-pfs,voip,532,0.47,213.85,8.49,233.85,193.85,0.02254,0.00363,0.03343,11.99
192.168.1.10_192.168.2.10_0x5555,tunnel-aes256gcm-ecp256-pfs,voip,434,0.5,213.6,5.9,233.6,193.6,0.01998,0.00462,0.03385,8.67
192.168.1.10_192.168.2.10_0x1225,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,520,0.47,216.82,8.64,236.82,196.82,0.02234,0.00192,0.02811,11.62
192.168.1.10_192.168.2.10_0x8683,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,446,0.4,212.41,9.4,232.41,192.41,0.01975,0.00487,0.03435,8.81
192.168.1.10_192.168.2.10_0x1699,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,537,0.57,205.77,8.51,225.77,185.77,0.01697,0.00227,0.02377,9.11
192.168.1.10_192.168.2.10_0x2816,tunnel-aes128cbc-sha256-modp2048-pfs,voip,442,0.48,216.95,2.54,236.95,196.95,0.01795,0.00439,0.03113,7.93
192.168.1.10_192.168.2.10_0x8343,tunnel-aes256gcm-ecp256-pfs,voip,440,0.51,206.67,2.56,226.67,186.67,0.01662,0.00345,0.02695,7.31
192.168.1.10_192.168.2.10_0x3950,tunnel-aes128cbc-sha256-modp2048-pfs,voip,528,0.5,215.68,7.02,235.68,195.68,0.02046,0.00235,0.02752,10.81
192.168.1.10_192.168.2.10_0x6919,tunnel-aes128cbc-sha256-modp2048-pfs,voip,508,0.52,209.8,5.43,229.8,189.8,0.01893,0.00215,0.02537,9.62
192.168.1.10_192.168.2.10_0x8509,tunnel-aes128cbc-sha256-modp2048-pfs,voip,400,0.45,212.13,8.28,232.13,192.13,0.02242,0.00178,0.02775,8.97
192.168.1.10_192.168.2.10_0x5142,tunnel-aes128cbc-sha256-modp2048-pfs,voip,492,0.54,209.46,4.34,229.46,189.46,0.01903,0.00398,0.03096,9.36
192.168.1.10_192.168.2.10_0x9932,tunnel-aes128cbc-sha256-modp2048-pfs,voip,493,0.44,206.03,6.88,226.03,186.03,0.0169,0.00138,0.02103,8.33
192.168.1.10_192.168.2.10_0x8404,tunnel-aes256gcm-ecp256-pfs,voip,482,0.46,220.61,4.2,240.61,200.61,0.02206,0.00199,0.02804,10.64
192.168.1.10_192.168.2.10_0x8253,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,488,0.4,219.36,0.98,239.36,199.36,0.01352,0.00169,0.0186,6.6
192.168.1.10_192.168.2.10_0x5452,tunnel-aes128cbc-sha256-modp2048-pfs,voip,448,0.48,217.72,0.45,237.72,197.72,0.02265,0.0025,0.03014,10.15
192.168.1.10_192.168.2.10_0x3489,tunnel-aes128cbc-sha256-modp2048-pfs,voip,596,0.5,212.07,6.16,232.07,192.07,0.02069,0.0042,0.0333,12.33
192.168.1.10_192.168.2.10_0x3427,tunnel-aes128cbc-sha256-modp2048-pfs,voip,546,0.43,212.41,6.26,232.41,192.41,0.02093,0.00428,0.03378,11.43
192.168.1.10_192.168.2.10_0x2066,tunnel-aes128cbc-sha256-modp2048-pfs,voip,475,0.44,211.04,3.19,231.04,191.04,0.01882,0.00147,0.02324,8.94
192.168.1.10_192.168.2.10_0x6745,tunnel-aes256gcm-ecp256-pfs,voip,542,0.53,211.81,8.03,231.81,191.81,0.02116,0.00213,0.02755,11.47
192.168.1.10_192.168.2.10_0x6988,tunnel-aes128cbc-sha256-modp2048-pfs,voip,410,0.55,203.9,7.76,223.9,183.9,0.02109,0.00443,0.0344,8.65
192.168.1.10_192.168.2.10_0x4766,tunnel-aes256gcm-ecp256-pfs,voip,489,0.55,207.96,9.03,227.96,187.96,0.02052,0.00302,0.02959,10.04
192.168.1.10_192.168.2.10_0x2365,tunnel-aes256gcm-ecp256-pfs,voip,519,0.46,209.38,6.77,229.38,189.38,0.01732,0.00133,0.02131,8.99
192.168.1.10_192.168.2.10_0x8266,tunnel-aes256gcm-ecp256-pfs,voip,331,0.52,202.8,9.46,222.8,182.8,0.02054,0.00413,0.03291,6.8
192.168.1.10_192.168.2.10_0x3156,tunnel-aes256cbc-sha1-modp2048-nopfs,voip,590,0.59,212.02,9.69,232.02,192.02,0.02178,0.00447,0.03518,12.85
192.168.1.10_192.168.2.10_0x2542,tunnel-aes128cbc-sha256-modp2048-pfs,voip,524,0.49,207.47,8.92,227.47,187.47,0.01729,0.00159,0.02205,9.06
192.168.1.10_192.168.2.10_0x6541,tunnel-aes256gcm-ecp256-pfs,video,2275,0.6,1059.25,462.56,1360.0,64.0,0.00434,0.01334,0.04436,9.86
192.168.1.10_192.168.2.10_0x3923,tunnel-aes256gcm-ecp256-pfs,video,3680,0.51,1285.77,322.24,1360.0,64.0,0.00484,0.02971,0.09396,17.81
192.168.1.10_192.168.2.10_0x5849,tunnel-aes256gcm-ecp256-pfs,video,3161,0.49,1117.28,449.21,1360.0,64.0,0.00549,0.02499,0.08048,17.36
192.168.1.10_192.168.2.10_0x8576,tunnel-aes256gcm-ecp256-pfs,video,3044,0.57,1222.41,314.76,1360.0,64.0,0.00501,0.03215,0.10148,15.26
192.168.1.10_192.168.2.10_0x7190,tunnel-aes256gcm-ecp256-pfs,video,2784,0.53,1386.0,425.51,1360.0,64.0,0.00587,0.01182,0.04133,16.35
192.168.1.10_192.168.2.10_0x6063,tunnel-aes128cbc-sha256-modp2048-pfs,video,3091,0.48,1169.18,333.94,1360.0,64.0,0.00426,0.03587,0.11188,13.18
192.168.1.10_192.168.2.10_0x8483,tunnel-aes128cbc-sha256-modp2048-pfs,video,2043,0.52,1236.25,462.76,1360.0,64.0,0.0041,0.04644,0.14341,8.38
192.168.1.10_192.168.2.10_0x6713,tunnel-aes256gcm-ecp256-pfs,video,3245,0.48,1278.03,316.55,1360.0,64.0,0.00515,0.04507,0.14035,16.72
192.168.1.10_192.168.2.10_0x6124,tunnel-aes256cbc-sha1-modp2048-nopfs,video,3589,0.41,1153.08,497.46,1360.0,64.0,0.0053,0.02524,0.081,19.01
192.168.1.10_192.168.2.10_0x7970,tunnel-aes128cbc-sha256-modp2048-pfs,video,2451,0.57,1188.55,382.96,1360.0,64.0,0.00624,0.02094,0.06905,15.29
192.168.1.10_192.168.2.10_0x3000,tunnel-aes256cbc-sha1-modp2048-nopfs,video,3159,0.51,1219.33,417.03,1360.0,64.0,0.00592,0.02511,0.08127,18.71
192.168.1.10_192.168.2.10_0x8245,tunnel-aes256gcm-ecp256-pfs,video,3406,0.44,1115.15,341.45,1360.0,64.0,0.00406,0.04513,0.13945,13.84
192.168.1.10_192.168.2.10_0x4419,tunnel-aes128cbc-sha256-modp2048-pfs,video,2999,0.45,1157.4,395.24,1360.0,64.0,0.00448,0.04266,0.13245,13.44
192.168.1.10_192.168.2.10_0x8901,tunnel-aes256gcm-ecp256-pfs,video,3446,0.56,1143.67,384.11,1360.0,64.0,0.00754,0.04139,0.1317,25.98
192.168.1.10_192.168.2.10_0x5673,tunnel-aes128cbc-sha256-modp2048-pfs,video,3116,0.56,1280.27,496.09,1360.0,64.0,0.00661,0.03219,0.10319,20.6
192.168.1.10_192.168.2.10_0x2331,tunnel-aes256cbc-sha1-modp2048-nopfs,video,3636,0.51,1286.61,359.59,1360.0,64.0,0.0049,0.03094,0.09773,17.8
192.168.1.10_192.168.2.10_0x3180,tunnel-aes256gcm-ecp256-pfs,video,3606,0.56,1185.6,453.78,1360.0,64.0,0.00348,0.01837,0.05857,12.54
192.168.1.10_192.168.2.10_0x2906,tunnel-aes256cbc-sha1-modp2048-nopfs,video,3602,0.51,1434.2,380.06,1360.0,64.0,0.0039,0.03791,0.11762,14.04
192.168.1.10_192.168.2.10_0x2887,tunnel-aes256gcm-ecp256-pfs,video,2507,0.49,1250.4,338.46,1360.0,64.0,0.00418,0.01355,0.04483,10.49
192.168.1.10_192.168.2.10_0x7376,tunnel-aes256gcm-ecp256-pfs,video,2720,0.47,1078.15,318.46,1360.0,64.0,0.00384,0.02925,0.09158,10.44
192.168.1.10_192.168.2.10_0x7493,tunnel-aes128cbc-sha256-modp2048-pfs,video,3089,0.43,1203.56,407.32,1360.0,64.0,0.00496,0.0404,0.12616,15.34
192.168.1.10_192.168.2.10_0x1364,tunnel-aes128cbc-sha256-modp2048-pfs,video,3028,0.41,1286.68,449.92,1360.0,64.0,0.00547,0.01122,0.03913,16.57
192.168.1.10_192.168.2.10_0x8673,tunnel-aes128cbc-sha256-modp2048-pfs,video,2564,0.47,1177.33,447.48,1360.0,64.0,0.00526,0.04363,0.13615,13.49
192.168.1.10_192.168.2.10_0x8641,tunnel-aes128cbc-sha256-modp2048-pfs,video,2354,0.51,1129.74,394.79,1360.0,64.0,0.00381,0.0242,0.07642,8.96
192.168.1.10_192.168.2.10_0x7371,tunnel-aes256gcm-ecp256-pfs,video,3761,0.51,1253.89,386.33,1360.0,64.0,0.00461,0.02452,0.07818,17.35
192.168.1.10_192.168.2.10_0x2761,tunnel-aes128cbc-sha256-modp2048-pfs,video,2665,0.45,992.09,486.74,1360.0,64.0,0.00498,0.0103,0.03588,13.27
192.168.1.10_192.168.2.10_0x2733,tunnel-aes256gcm-ecp256-pfs,video,3594,0.47,1195.87,317.58,1360.0,64.0,0.0058,0.01021,0.03643,20.84
192.168.1.10_192.168.2.10_0x3551,tunnel-aes128cbc-sha256-modp2048-pfs,video,3072,0.54,1256.63,407.01,1360.0,64.0,0.00583,0.02906,0.09303,17.92
192.168.1.10_192.168.2.10_0x7469,tunnel-aes256gcm-ecp256-pfs,video,2545,0.59,1263.86,447.25,1360.0,64.0,0.00685,0.04071,0.12898,17.43
192.168.1.10_192.168.2.10_0x2828,tunnel-aes128cbc-sha256-modp2048-pfs,video,3132,0.5,1180.2,418.78,1360.0,64.0,0.00548,0.02477,0.07978,17.15
192.168.1.10_192.168.2.10_0x1260,tunnel-aes128cbc-sha256-modp2048-pfs,video,2699,0.41,1276.03,436.3,1360.0,64.0,0.00553,0.02886,0.09212,14.92
192.168.1.10_192.168.2.10_0x4490,tunnel-aes256cbc-sha1-modp2048-nopfs,video,3720,0.47,1216.97,336.25,1360.0,64.0,0.00509,0.01266,0.04307,18.93
192.168.1.10_192.168.2.10_0x6951,tunnel-aes128cbc-sha256-modp2048-pfs,video,3265,0.56,1269.64,459.91,1360.0,64.0,0.00456,0.01943,0.06284,14.88
192.168.1.10_192.168.2.10_0x8577,tunnel-aes128cbc-sha256-modp2048-pfs,video,3229,0.58,1282.02,436.6,1360.0,64.0,0.00329,0.02808,0.08753,10.63
192.168.1.10_192.168.2.10_0x7943,tunnel-aes128cbc-sha256-modp2048-pfs,video,3525,0.49,1115.65,400.54,1360.0,64.0,0.00533,0.02536,0.08139,18.78
192.168.1.10_192.168.2.10_0x4687,tunnel-aes128cbc-sha256-modp2048-pfs,video,2890,0.45,971.09,366.56,1360.0,64.0,0.00643,0.03922,0.1241,18.59
192.168.1.10_192.168.2.10_0x6567,tunnel-aes128cbc-sha256-modp2048-pfs,video,2993,0.43,1305.44,448.29,1360.0,64.0,0.00583,0.04114,0.12926,17.44
192.168.1.10_192.168.2.10_0x6373,tunnel-aes256gcm-ecp256-pfs,video,3504,0.44,1194.82,450.93,1360.0,64.0,0.00684,0.01412,0.04919,23.97
192.168.1.10_192.168.2.10_0x8326,tunnel-aes256gcm-ecp256-pfs,video,4128,0.48,1106.64,400.46,1360.0,64.0,0.00398,0.02636,0.08306,16.44
192.168.1.10_192.168.2.10_0x5225,tunnel-aes256gcm-ecp256-pfs,video,4488,0.4,1333.04,443.24,1360.0,64.0,0.007,0.03396,0.10888,31.41
192.168.1.10_192.168.2.10_0x7166,tunnel-aes256cbc-sha1-modp2048-nopfs,video,3090,0.49,1464.36,422.29,1360.0,64.0,0.00511,0.03787,0.11871,15.79
192.168.1.10_192.168.2.10_0x6959,tunnel-aes256gcm-ecp256-pfs,video,3362,0.53,1139.74,313.78,1360.0,64.0,0.0063,0.01309,0.04558,21.19
192.168.1.10_192.168.2.10_0x4368,tunnel-aes128cbc-sha256-modp2048-pfs,video,2505,0.59,1187.42,496.97,1360.0,64.0,0.00754,0.02596,0.08542,18.88
192.168.1.10_192.168.2.10_0x9393,tunnel-aes256gcm-ecp256-pfs,video,3261,0.56,1285.22,483.97,1360.0,64.0,0.00268,0.02385,0.07424,8.74
192.168.1.10_192.168.2.10_0x9666,tunnel-aes128cbc-sha256-modp2048-pfs,video,2248,0.55,1173.93,390.49,1360.0,64.0,0.00475,0.02993,0.09456,10.69
192.168.1.10_192.168.2.10_0x4572,tunnel-aes128cbc-sha256-modp2048-pfs,video,2863,0.58,1308.05,426.45,1360.0,64.0,0.00316,0.01052,0.03473,9.03
192.168.1.10_192.168.2.10_0x1966,tunnel-aes256gcm-ecp256-pfs,video,4138,0.6,1037.07,472.13,1360.0,64.0,0.00366,0.02198,0.06961,15.15
192.168.1.10_192.168.2.10_0x3482,tunnel-aes256gcm-ecp256-pfs,video,3074,0.44,1188.52,338.14,1360.0,64.0,0.00516,0.01146,0.03954,15.85
192.168.1.10_192.168.2.10_0x8311,tunnel-aes128cbc-sha256-modp2048-pfs,video,3694,0.51,934.06,388.15,1360.0,64.0,0.00625,0.01621,0.05487,23.07
192.168.1.10_192.168.2.10_0x4335,tunnel-aes256gcm-ecp256-pfs,video,1963,0.57,1185.01,354.15,1360.0,64.0,0.00553,0.03576,0.11281,10.85
192.168.1.10_192.168.2.10_0x1054,tunnel-aes256gcm-ecp256-pfs,web,246,0.11,1054.31,444.39,1360.0,64.0,0.13608,0.10788,0.45974,33.48
192.168.1.10_192.168.2.10_0x4310,tunnel-aes128cbc-sha256-modp2048-pfs,web,143,0.28,1143.33,561.06,1360.0,64.0,0.12205,0.49549,1.60852,17.45
192.168.1.10_192.168.2.10_0x3538,tunnel-aes128cbc-sha256-modp2048-pfs,web,115,0.12,619.89,526.65,1360.0,64.0,0.13444,0.14911,0.58177,15.46
192.168.1.10_192.168.2.10_0x2308,tunnel-aes256cbc-sha1-modp2048-nopfs,web,223,0.28,695.46,451.88,1360.0,64.0,0.15245,0.25188,0.90808,34.0
192.168.1.10_192.168.2.10_0x5491,tunnel-aes256cbc-sha1-modp2048-nopfs,web,259,0.17,665.99,572.21,1360.0,64.0,0.08225,0.32631,1.06118,21.3
192.168.1.10_192.168.2.10_0x9173,tunnel-aes256cbc-sha1-modp2048-nopfs,web,212,0.14,1255.7,548.34,1360.0,64.0,-0.0392,0.37954,1.09941,-8.31
192.168.1.10_192.168.2.10_0x8368,tunnel-aes256gcm-ecp256-pfs,web,135,0.15,820.16,403.68,1360.0,64.0,0.01852,0.32167,0.98353,2.5
192.168.1.10_192.168.2.10_0x8141,tunnel-aes256gcm-ecp256-pfs,web,227,0.14,1124.11,533.01,1360.0,64.0,0.17852,0.17015,0.68897,40.53
192.168.1.10_192.168.2.10_0x3969,tunnel-aes256gcm-ecp256-pfs,web,179,0.17,1090.99,591.73,1360.0,64.0,0.08875,0.46621,1.48737,15.89
192.168.1.10_192.168.2.10_0x2333,tunnel-aes256cbc-sha1-modp2048-nopfs,web,260,0.23,819.06,442.99,1360.0,64.0,0.10895,0.11247,0.44637,28.33
192.168.1.10_192.168.2.10_0x2762,tunnel-aes256cbc-sha1-modp2048-nopfs,web,218,0.19,590.23,468.88,1360.0,64.0,0.0477,0.38197,1.19362,10.4
192.168.1.10_192.168.2.10_0x8970,tunnel-aes128cbc-sha256-modp2048-pfs,web,110,0.26,582.44,518.05,1360.0,64.0,0.14647,0.24439,0.87964,16.11
192.168.1.10_192.168.2.10_0x5090,tunnel-aes256cbc-sha1-modp2048-nopfs,web,233,0.2,1002.03,417.34,1360.0,64.0,0.16423,0.38964,1.33315,38.26
192.168.1.10_192.168.2.10_0x6319,tunnel-aes128cbc-sha256-modp2048-pfs,web,234,0.2,885.92,436.12,1360.0,64.0,0.11038,0.32718,1.09192,25.83
192.168.1.10_192.168.2.10_0x1390,tunnel-aes128cbc-sha256-modp2048-pfs,web,145,0.28,1010.63,594.21,1360.0,64.0,0.09802,0.44482,1.43247,14.21
192.168.1.10_192.168.2.10_0x4042,tunnel-aes256cbc-sha1-modp2048-nopfs,web,234,0.27,819.22,446.0,1360.0,64.0,0.07689,0.14823,0.52157,17.99
192.168.1.10_192.168.2.10_0x1130,tunnel-aes128cbc-sha256-modp2048-pfs,web,262,0.11,621.08,463.06,1360.0,64.0,0.17235,0.2275,0.85485,45.16
192.168.1.10_192.168.2.10_0x9684,tunnel-aes128cbc-sha256-modp2048-pfs,web,209,0.15,942.68,559.76,1360.0,64.0,0.10235,0.49917,1.59987,21.39
192.168.1.10_192.168.2.10_0x3032,tunnel-aes256gcm-ecp256-pfs,web,314,0.27,727.43,596.82,1360.0,64.0,0.07772,0.26854,0.88335,24.41
192.168.1.10_192.168.2.10_0x4760,tunnel-aes256gcm-ecp256-pfs,web,272,0.17,598.78,446.72,1360.0,64.0,0.04745,0.11684,0.39797,12.91
192.168.1.10_192.168.2.10_0x9173,tunnel-aes256gcm-ecp256-pfs,web,187,0.12,623.37,591.28,1360.0,64.0,0.06757,0.33542,1.07384,12.64
192.168.1.10_192.168.2.10_0x8486,tunnel-aes256cbc-sha1-modp2048-nopfs,web,240,0.19,575.46,598.23,1360.0,64.0,0.11912,0.19267,0.69713,28.59
192.168.1.10_192.168.2.10_0x6429,tunnel-aes256gcm-ecp256-pfs,web,121,0.14,814.79,444.1,1360.0,64.0,0.12777,0.24005,0.84792,15.46
192.168.1.10_192.168.2.10_0x9245,tunnel-aes256gcm-ecp256-pfs,web,168,0.28,725.32,551.65,1360.0,64.0,0.04132,0.37841,1.17655,6.94
192.168.1.10_192.168.2.10_0x8906,tunnel-aes256cbc-sha1-modp2048-nopfs,web,210,0.22,496.85,516.02,1360.0,64.0,0.06936,0.4555,1.43586,14.57
192.168.1.10_192.168.2.10_0x7881,tunnel-aes256gcm-ecp256-pfs,web,180,0.26,931.71,417.4,1360.0,64.0,0.20051,0.26338,0.99065,36.09
192.168.1.10_192.168.2.10_0x5133,tunnel-aes256cbc-sha1-modp2048-nopfs,web,198,0.12,1158.91,444.04,1360.0,64.0,0.07412,0.44048,1.39557,14.68
192.168.1.10_192.168.2.10_0x1317,tunnel-aes256gcm-ecp256-pfs,web,211,0.26,1064.77,513.15,1360.0,64.0,0.04341,0.20681,0.66384,9.16
192.168.1.10_192.168.2.10_0x5311,tunnel-aes128cbc-sha256-modp2048-pfs,web,246,0.27,884.34,541.67,1360.0,64.0,0.12512,0.37206,1.24129,30.78
192.168.1.10_192.168.2.10_0x4738,tunnel-aes256cbc-sha1-modp2048-nopfs,web,242,0.13,725.94,548.7,1360.0,64.0,0.05832,0.1643,0.55123,14.11
192.168.1.10_192.168.2.10_0x9780,tunnel-aes128cbc-sha256-modp2048-pfs,web,209,0.23,809.29,451.96,1360.0,64.0,0.13227,0.41194,1.36809,27.65
192.168.1.10_192.168.2.10_0x6352,tunnel-aes128cbc-sha256-modp2048-pfs,web,308,0.17,921.58,420.5,1360.0,64.0,0.10933,0.47489,1.534,33.67
192.168.1.10_192.168.2.10_0x8491,tunnel-aes128cbc-sha256-modp2048-pfs,web,181,0.22,834.93,469.18,1360.0,64.0,0.07599,0.44861,1.42184,13.75
192.168.1.10_192.168.2.10_0x9476,tunnel-aes256cbc-sha1-modp2048-nopfs,web,206,0.23,458.98,413.13,1360.0,64.0,0.16915,0.42861,1.45496,34.84
192.168.1.10_192.168.2.10_0x4356,tunnel-aes256cbc-sha1-modp2048-nopfs,web,264,0.16,821.54,567.99,1360.0,64.0,0.06383,0.15253,0.52143,16.85
192.168.1.10_192.168.2.10_0x3896,tunnel-aes256cbc-sha1-modp2048-nopfs,web,236,0.11,886.17,571.47,1360.0,64.0,0.11217,0.48581,1.56959,26.47
192.168.1.10_192.168.2.10_0x6626,tunnel-aes256cbc-sha1-modp2048-nopfs,web,187,0.14,870.41,406.23,1360.0,64.0,0.03742,0.44574,1.37465,7.0
192.168.1.10_192.168.2.10_0x2607,tunnel-aes256cbc-sha1-modp2048-nopfs,web,272,0.14,1125.3,403.57,1360.0,64.0,-0.02406,0.41872,1.23209,-6.55
192.168.1.10_192.168.2.10_0x6655,tunnel-aes256gcm-ecp256-pfs,web,262,0.2,898.28,423.46,1360.0,64.0,0.11875,0.27212,0.93512,31.11
192.168.1.10_192.168.2.10_0x8099,tunnel-aes128cbc-sha256-modp2048-pfs,web,162,0.22,968.13,462.07,1360.0,64.0,0.06737,0.28209,0.91363,10.91
192.168.1.10_192.168.2.10_0x9465,tunnel-aes256gcm-ecp256-pfs,web,216,0.24,785.54,531.4,1360.0,64.0,0.1129,0.39966,1.31189,24.39
192.168.1.10_192.168.2.10_0x7731,tunnel-aes256gcm-ecp256-pfs,web,223,0.13,1280.41,540.49,1360.0,64.0,0.09887,0.32386,1.07045,22.05
192.168.1.10_192.168.2.10_0x9032,tunnel-aes128cbc-sha256-modp2048-pfs,web,187,0.11,663.6,415.72,1360.0,64.0,0.04992,0.32702,1.03097,9.33
192.168.1.10_192.168.2.10_0x4041,tunnel-aes128cbc-sha256-modp2048-pfs,web,185,0.23,842.11,523.32,1360.0,64.0,0.14401,0.34518,1.17955,26.64
192.168.1.10_192.168.2.10_0x9907,tunnel-aes256gcm-ecp256-pfs,web,244,0.17,927.03,562.97,1360.0,64.0,0.16587,0.28093,1.00865,40.47
192.168.1.10_192.168.2.10_0x8294,tunnel-aes256cbc-sha1-modp2048-nopfs,web,209,0.25,669.72,574.36,1360.0,64.0,0.07581,0.18769,0.63886,15.84
192.168.1.10_192.168.2.10_0x9941,tunnel-aes256cbc-sha1-modp2048-nopfs,web,226,0.23,685.26,499.64,1360.0,64.0,0.18638,0.19138,0.76052,42.12
192.168.1.10_192.168.2.10_0x9946,tunnel-aes256gcm-ecp256-pfs,web,221,0.11,1018.21,545.43,1360.0,64.0,0.09446,0.39708,1.28571,20.88
192.168.1.10_192.168.2.10_0x4453,tunnel-aes256gcm-ecp256-pfs,web,121,0.25,1200.35,497.33,1360.0,64.0,0.01835,0.33694,1.02917,2.22
192.168.1.10_192.168.2.10_0x5732,tunnel-aes128cbc-sha256-modp2048-pfs,web,171,0.22,1075.36,426.31,1360.0,64.0,0.13885,0.38633,1.29784,23.74
192.168.1.10_192.168.2.10_0x1525,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,30,0.59,119.42,0.0,119.42,119.42,0.99835,0.0001,0.99865,29.95
192.168.1.10_192.168.2.10_0x2646,tunnel-aes256gcm-ecp256-pfs,icmp,29,0.52,123.62,0.0,123.62,123.62,1.00088,0.0001,1.00118,29.03
192.168.1.10_192.168.2.10_0x4216,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,27,0.48,122.32,0.0,122.32,122.32,0.99953,0.0001,0.99983,26.99
192.168.1.10_192.168.2.10_0x8062,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.49,120.15,0.0,120.15,120.15,0.99872,0.0001,0.99902,29.96
192.168.1.10_192.168.2.10_0x4432,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.49,117.22,0.0,117.22,117.22,0.99916,0.0001,0.99946,30.97
